_id,text_id,content,mapping[0].text_id,mapping[1].text_id,mapping[0].segments[0],mapping[1].segments[0],type
2353849b-f8fa-43e4-850d-786b623d0130,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"དེ་ལྟར་བདག་ནི་གློ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">གློ་] N,Q བློ་ The reading གློ་ is confirmed by both the Sanskrit āgantu and all major commentaries <span class=""text-quotation-style"">KP, GDR, KS, TS</span>. KP specifically glosses this as གློ་བུར་བ <span class=""text-quotation-style"">āgantuka</span> meaning 'temporary' or 'guest-like'. The variant བློ་ appears to be a scribal error.</i>བུར་ཞེས།།<br>བདག་གིས་རྟོགས་པར་མ་གྱུར་པས།།<br>གཏི་མུག་ཆགས་དང་ཞེ་སྡང་གིས།།<br>སྡིག་པ་རྣམ་པ་དུ་མ་བྱས།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,1b82bd32-83fa-4c41-9c36-8a6c6253be99,7c4a8ff2-dbf3-40ae-bc9f-8dd6a6bd908e,source
cc48b062-24be-43f9-848e-5da9b6cd6f99,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"ཟས་དང་སྐོམ་གྱི་ཆར་ཕབ་སྟེ།།<br>བཀྲེས་དང་སྐོམ་པའི་སྡུག་བསྔལ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">སྡུག་བསྔལ་] C,N,Q གནོད་པ། The reading སྡུག་བསྔལ་ is preferred as it directly corresponds to the Sanskrit व्यथां <span class=""text-quotation-style"">vyathām</span>. Additionally, KS's commentary uses གནོད་པ་ but in a different context, while most other commentators discuss the general concept of suffering <span class=""text-quotation-style"">སྡུག་བསྔལ་</span>. The Sanskrit compound क्षुत्पिपासाव्यथां supports this reading as it refers specifically to the 'suffering/pain of hunger and thirst' rather than mere 'harm.'</i>བསལ།།<br>མུ་གེའི་བསྐལ་པ་བར་མའི་ཚེ།།<br>བདག་ནི་ཟས་དང་སྐོམ་དུ་གྱུར།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,44804a37-cc32-4152-a61f-d951918a2bdc,48625461-b684-457f-a1ef-bcddc46d445c,source
537f43d2-ffac-4502-a8ad-fda7dabb67fc,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,ད་ནི་བདག་གིས་ཅི་ནས་ཀྱང་།།<br>རིགས་དང་མཐུན་པའི་ལས་བརྩམས་ཏེ།།<br>སྐྱོན་མེད་བཙུན་པའི་རིགས་འདི་ལ།།<br>རྙོག་པར་མི་འགྱུར་དེ་ལྟར་བྱ།།,59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,ce542fa3-1b17-4acc-9a4c-0878ed6287a9,c9948af9-68b6-4a34-891f-5a86adeec16e,source
ca175250-1a93-46ad-b36d-aa68ff6cb9ae,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,རྒྱལ་བའི་སྲས་ཀྱིས་དེ་ལྟ་བུར།།<br>བྱང་ཆུབ་སེམས་རབ་བརྟན་བཟུང་ནས།།<br>གཡེལ་བ་མེད་པར་རྟག་ཏུ་ཡང་།།<br>བསླབ་ལས་མི་འདའ་འབད་པར་བྱ།།,59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,04d4dedb-95c4-4f7e-845a-64a2a028a74d,0e8fef1c-835c-4c01-88e4-68780b7d3747,source
0bf5e1c9-2511-4fad-b049-6d73201b50f3,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"དེ་བཞིན་གཤེགས་པ་འབྱུང་བ་དང་།།<br>དད་དང་མི་ལུས་ཐོབ་པ་དང་།།<br>དགེ་གོམས་རུང་བ་དེ་ལྟ་བུ<sup class=""footnote-marker"">*</sup><i class=""footnote"">དེ་ལྟ་བུ] N,Q བུར། The reading བུ is preferred as it agrees with the Sanskrit एवं and is supported by all commentaries <span class=""text-quotation-style"">KP,GDR,KS,TS: དེ་ལྟ་བུ</span>.</i>།།<br>དཀོན་པ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">དཀོན་པ] C,F,G ན། The reading དཀོན་པ is confirmed by the Sanskrit अतिदुर्लभम् and supported by the commentaries <span class=""text-quotation-style"">KP: དཀོན་པ, KS: དཀོན་པར, GDR: དཀོན་ན</span>.</i>ནམ་ཞིག་ཐོབ་པར་འགྱུར།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,bdb07ac5-49fe-447c-a410-b3fb166b0f08,c4e7a981-a099-4126-95c3-59fa6bfa3040,source
6128f1c0-99df-4515-95fa-c37eb392c822,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"དེ་ཙམ་ཁོ་ན་མྱོང་<sup class=""footnote-marker"">*</sup><i class=""footnote"">མྱོང་] C མྱང་། Sanskrit वेदयित्वा and all commentaries <span class=""text-quotation-style"">KP, GDR, KS, TS</span> support མྱོང་</i>གྱུར་ནས།།<br>དེ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">དེ་] C,F,G དེ། །, I འདི། །, ༄༅། །དེ་། The reading དེ་ is supported by Sanskrit तस्मात् and commentaries KP, GDR</i>ནི་རྣམ་ཐར་མི་འགྱུར་ཏེ།།<br>འདི་ལྟར་དེ་ནི་མྱོང་བཞིན་དུ<sup class=""footnote-marker"">*</sup><i class=""footnote"">དུ་] C ཏུ། Both variants are grammatically acceptable. Sanskrit does not help determine. Most witnesses support དུ་</i>།།<br>སྡིག་པ་གཞན་དག་རབ་ཏུ་སྐྱེ།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,f7840501-9191-443b-968d-4d4e0970e308,44b83365-18f6-4965-8fad-15ca50cbaa35,source
94365cf4-4c7f-4106-b487-4b06e19efcf1,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"བདག་ནི་བསྲེགས་<sup class=""footnote-marker"">*</sup><i class=""footnote"">བསྲེགས་] N,Q སྲོགས་། Sanskrit गलन्त्वन्त्राणि supports བསྲེགས་ as it indicates destruction. KP and GDR both attest བསྲེགས་.</i>ཏེ་བསད་གྱུར་ཏམ།།<br>བདག་གི་མགོ་བོ་བཅད་ཀྱང་བླའི།།<br>རྣམ་པ་ཀུན་ཏུ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">ཀུན་ཏུ་] C,F,G ཀུན་དུ་། Sanskrit सर्वथा supports ཀུན་ཏུ་. All commentaries <span class=""text-quotation-style"">KP, GDR, KS, TS</span> consistently use ཀུན་ཏུ་.</i>ཉོན་མོངས་པའི།།<br>དགྲ་ལ་འདུད་<sup class=""footnote-marker"">*</sup><i class=""footnote"">འདུད་] C,P མདུད་། Sanskrit अवनति <span class=""text-quotation-style"">bowing down</span> supports འདུད་. GDR, KS, and TS all attest འདུད་ in their commentaries, while KP's དབང་དུ་འགྲོ་བ་ glosses the meaning of འདུད་.</i>པར་མི་བྱའོ།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,b6104e39-3382-4d35-81ac-3a8be14afac2,2ec34f4b-92a4-4b22-b70f-06718ab63a3a,source
b804ad89-7dd8-4c4f-a976-e3c7a5206a9e,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"སངས་རྒྱས་བྱང་ཆུབ་སེམས་དཔའ་དག།<br>ཀུན་ཏུ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">ཀུན་ཏུ་] C,F,G ཀུན་དུ། The reading ཀུན་ཏུ་ is supported by the Sanskrit सर्वत्र and all commentaries <span class=""text-quotation-style"">KP,GDR,KS,TS</span> consistently use ཀུན་ཏུ་</i>ཐོགས་མེད་གཟིགས་པར་ལྡན།།<br>དེ་དག་ཐམས་ཅད་སྤྱན་སྔ་ན།།<br>རྟག་པར་བདག་ནི་<sup class=""footnote-marker"">*</sup><i class=""footnote"">རྟག་པར་བདག་ནི་] N,Q བདག་ནི་རྟག་པར། The chosen word order follows the Sanskrit पुरः स्थितः and is supported by KP's gloss རྟག་ཏུ་རྒྱུན་མི་འཆད་པར་བདག་ནི་</i>གནས་སོ་ཞེས།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,223c4a79-6fc5-4fa5-bd0a-dc9360cd4cdd,ecb8be70-cc2c-49b0-91b3-784b164dd67f,source
d53f93e5-9247-4a8c-98ba-c86a3999fdfe,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"དེ་ལྟ་ན་ནི་ཀུན་ལེགས་བྱས།།<br>གཞན་དུ་གཉིས་ཀར་<sup class=""footnote-marker"">*</sup><i class=""footnote"">གཉིས་ཀར་] C,N,Q གཉི་གར་ ། Sanskrit उभयं and commentaries support གཉིས་ཀར་: KP explicitly uses གཉིས་ཀ, GDR mentions སྔ་ཕྱི་གཉིས་ཀ, and KS uses གཉིས་ཀ. The Sanskrit term उभयं <span class=""text-quotation-style"">'both'</span> also supports this reading.</i>མི་འགྱུར་རོ།།<br>ཤེས་བཞིན་མ་ཡིན་ཉེ་ཉོན་མོངས།།<br>དེ་ལྟ་ན་ནི་འཕེལ་མི་འགྱུར།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,3f65d2b7-1278-4179-b002-e69f90466cd0,61604bb6-cd8e-49b1-99ee-f82cfbde9eb2,source
bff7ee1b-f756-4a89-953e-827152beb5ef,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,གང་ཕྱིར་རྟག་ཏུ་སྤྱད་པ་ནི།།<br>དེ་ལས་རྒྱ་ཆེར་རབ་སྟོན་པས།།<br>བསླབ་པ་ཀུན་ལས་བཏུས་པ་ཡང་།།<br>ངེས་པར་ཡང་དང་ཡང་དུ་བལྟ།།,59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,7950cac4-242f-4fb6-abc7-fad54d7b25ea,7da747bf-ba51-4ab1-8205-6323fd8698d7,source
