1,"༄༅༅།།རྒྱ་གར་སྐད་དུ། བོ་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">བོ་] Q བོད་</i>དྷི་སཏྭ་ཙརྱ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">སཏྭ་ཙརྱ་] I སཏྭ་ཙཪྻ་ N སཏྭ་ཙརྱྭ་ Q སཏྭ་ཙམླཻ་; The reading སཏྭ་ཙརྱ་ is supported by both GDR and TS commentaries which gloss ཙརྱ་ as སྤྱོད་པ་</i>ཨ་བ་ཏཱ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">ཏཱ་] C ཏ་; The long vowel ཏཱ་ is confirmed by KP and TS who consistently use the form ཨ་བ་ཏ་ར་ in their commentaries</i>ར།",58352b63-40d0-47db-9872-e91c2ef58b7d
2,བོད་སྐད་དུ། བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།,a1b6fc5a-0450-429c-ab47-f5370e35e8c9
3,སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ།།,2a791132-7327-4cd7-967f-db2b161415c3
4,"བདེ་གཤེགས་ཆོས་ཀྱི་སྐུ་མངའ་སྲས་བཅས་དང་།།<br>ཕྱག་འོས་ཀུན་ལའང་གུས་པར་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">གུས་པར་] F,G,N,Q; གུས་པས་ CDHL. The reading གུས་པར་ is supported by the Sanskrit आदरतः and commentaries like KS which gloss the term as སྒོ་གསུམ་གུས་པས་. The instrumental case in པས་ appears to be a later corruption.</i>ཕྱག་འཚལ་ཏེ།།<br>བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པ་ནི།།<br>ལུང་བཞིན་མདོར་བསྡུས་ནས་ནི་བརྗོད་པར་བྱ།།",60dc42bf-0309-4d89-89af-9f170a020b79
5,"སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད།།<br>སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ།།<br>དེ་ཕྱིར་གཞན་དོན་བསམ་པ་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">བསམ་པ་] C,F,G བསམ་པའང་. The reading without འང་ is preferred as it better matches the Sanskrit परार्थचिन्ता which has no corresponding particle. Additionally, KP's commentary <span class=\""text-quotation-style\"">གཞན་དོན་རྒྱ་ཆེན་པོ་ཞིག་འོང་ངོ་སྙམ་པའི་བསམ་པ</span> supports this simpler reading.</i>བདག་ལ་མེད།།<br>རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས།།",d08c7c3d-3653-4e7a-94d3-0b972e3e7e2e
6,དགེ་བ་བསྒོམ་ཕྱིར་བདག་གི་དད་པའི་ཤུགས།།<br>འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ།།<br>བདག་དང་སྐལ་བ་མཉམ་པ་གཞན་གྱིས་ཀྱང་།།<br>ཅི་སྟེ་འདི་དག་མཐོང་ན་དོན་ཡོད་འགྱུར།།,823f580b-5eec-48ee-af96-c51741edf2b0
7,"དལ་འབྱོར་འདི་ནི་རྙེད་པར་ཤིན་ཏུ་དཀའ།།<br>སྐྱེས་བུའི་དོན་སྒྲུབ་ཐོབ་པར་གྱུར་པ་ལ།།<br>གལ་ཏེ་འདི་ལ་ཕན་པ་མ་བསྒྲུབས་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">བསྒྲུབས་] F,G; སྒྲུབས་ C,D. The reading བསྒྲུབས་ is supported by the Sanskrit विचिन्त्यते and the commentaries KP, GDR which both use བསྒྲུབས་.</i>ན།།<br>ཕྱིས་འདི་ཡང་དག་འབྱོར་པར་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བར་] C; པར་ F,G,D. The reading པར་ is preferable based on the Sanskrit समागमः and commentary usage.</i>ག་ལ་འགྱུར།།",a1649a4d-66e3-4b5f-9c92-78211dbd36d2
8,"ཇི་ལྟར་མཚན་མོ་མུན་ནག་སྤྲིན་རུམ་ན།།<br>གློག་འགྱུ་སྐད་ཅིག་རབ་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">བར] C,F,G,N,Q རབ། རབ་ is supported by Sanskrit प्रकाशम् and all commentaries <span class=\""text-quotation-style\"">KP,GDR,KS,TS</span> which gloss as རབ་ཏུ་སྣང་བ།</i>སྣང་སྟོན་པ་ལྟར།།<br>དེ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">དེ] I ད། དེ་ is correct as confirmed by Sanskrit तथा and commentaries' དེ་བཞིན།</i>བཞིན་སངས་རྒྱས་མཐུ་ཡིས་བརྒྱ་ལམ་ན།།<br>འཇིག་རྟེན་བསོད་ནམས་བློ་གྲོས་ཐང་འགའ་འབྱུང་།།",85df4457-2ca4-4aa9-818a-1756c934982a
9,"དེ་ལྟས་དགེ་བ་ཉམ་ཆུང་ཉིད་ལ་རྟག<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">རྟག] N,Q བརྟག། The reading རྟག is preferred based on the Sanskrit नित्यं and supported by commentaries KP and GDR. KP explicitly glosses རྟག་ཏུ <span class=\""text-quotation-style\"">'always'</span>, and GDR explains དུས་རྟག་ཏུ. The variant བརྟག in N,Q appears to be a scribal error.</i> །སྡིག་པ་སྟོབས་ཆེན་ཤིན་ཏུ་མི་བཟད་པ།།<br>དེ་ནི་རྫོགས་པའི་བྱང་ཆུབ་སེམས་མིན་པ།།<br>དགེ་གཞན་གང་གིས་ཟིལ་གྱིས་གནོན་པར་འགྱུར།།",9b883549-6de6-4e90-b385-05291c20a57d
10,"བསྐལ་པ་དུ་མར་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">བསྐལ་པ་དུ་མར་] Q བསྐལ་པ་དམའ་; The reading དུ་མར་ is confirmed by Skt. अनल्पान् and supported by all commentaries <span class=\""text-quotation-style\"">KP, GDR, KS, TS mention བསྐལ་པ་དུ་མར་ or གྲངས་མེད་དུ་མར་</span></i>རབ་དགོངས་མཛད་པ་ཡི།།<br>ཐུབ་དབང་རྣམས་ཀྱིས་འདི་ཉིད་ཕན་པར་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">ཕན་པར་] I ཕན་བར་; The reading ཕན་པར་ is supported by Skt. हितम् and all commentaries. KP and GDR explicitly use ཕན་པར་</i>གཟིགས།།<br>འདིས་ནི་ཚད་མེད་སྐྱེ་བོའི་ཚོགས་རྣམས་ཀྱིས།།<br>བདེ་མཆོག་བདེ་བླག་ཉིད་དུ་ཐོབ་པར་བྱེད།།",f7c2fcc5-c233-4ce0-8e92-3d4dcdf4c931
